video_id,group_id,Question,Answer Options,Correct Answer
b70b1c34-46b6-49af-bddb-505dc7738f96,"12314.jpg
12495.jpg
12687.jpg
12810.jpg
12929.jpg
13053.jpg
13130.jpg
13277.jpg
13371.jpg","Why did I point a finger while the woman was curving craft material, considering the shifts in my attention?","A: I was indicating a specific part of the craft material that needed attention.
B: I was distracted by something off-screen and pointed to it.
C: I was trying to mimic the woman's actions with my gaze focused on her hands.
D: I was emphasizing a step shown on the television screen.
E: I was signaling to the woman to stop what she was doing.",D
b70b1c34-46b6-49af-bddb-505dc7738f96,"14459.jpg
14828.jpg
14850.jpg
14865.jpg
15039.jpg
15117.jpg
15166.jpg
15742.jpg
15986.jpg","Why did I watch television while Woman A was curving craft material, considering the shifts in my attention?","A: I was trying to follow a tutorial on how to curve the craft material correctly.
B: I was distracted by the television and lost focus on helping Woman A.
C: I was checking the progress of another project displayed on the screen.
D: I was waiting for instructions from someone else who would appear on the television.
E: I was ensuring that the craft material was being curved properly by observing it through the television.",A
b70b1c34-46b6-49af-bddb-505dc7738f96,"16952.jpg
17002.jpg
17150.jpg
17226.jpg
17587.jpg
17617.jpg
17878.jpg
17924.jpg","Why did I press the game controller while curving craft materials, given the observed changes in my attention?","A: I was following instructions on the television screen to ensure proper assembly.
B: I was distracted by the woman's actions and adjusted my movements accordingly.
C: I was checking the alignment of the craft materials with my gaze focused on them.
D: I was trying to speed up the process by simultaneously controlling the game and crafting.
E: I was preparing for a new step in the crafting process as indicated by the television.",A
5a6cc114-5581-4e04-9c60-843e6248da99,"77.jpg
330.jpg
578.jpg
633.jpg
776.jpg
978.jpg
1010.jpg
1105.jpg
1501.jpg","Why did C hand over her phone to a woman B while organizing the room, given the observed changes in attention?","A: C was showing something on the phone to a woman B, as indicated by their mutual gaze focus.
B: C was distracted by the clutter and handed the phone to a woman B to avoid dropping it.
C: C wanted a woman B to put the phone away since she was adjusting her camera.
D: C was mimicking a woman B's actions, who had just pulled up her trousers.
E: C was preparing to sit down and didn't want the phone in her hands.",A
5a6cc114-5581-4e04-9c60-843e6248da99,"3005.jpg
3213.jpg
3497.jpg
4117.jpg
4311.jpg
4649.jpg
4874.jpg
4956.jpg
5064.jpg","Why did C shuffle the cards while organizing them, given the observed changes in her attention?","A: C was focusing on ensuring the cards were properly shuffled for a fair game.
B: C was distracted by the phone's light and kept adjusting it.
C: C was checking if any specific card was missing from the deck.
D: C was trying to hide certain cards from B.
E: C was preparing the cards for a trick.",A
5a6cc114-5581-4e04-9c60-843e6248da99,"7371.jpg
7456.jpg
7512.jpg
8054.jpg
8172.jpg
8339.jpg
8561.jpg
9027.jpg
9142.jpg","Why did I drop a card on the carpet while organizing my cards, given the observed changes in my attention?","A: I was distracted by the manual paper and accidentally dropped a card.
B: I was checking if any specific card was missing from my deck.
C: I was trying to signal a woman B about a particular card.
D: I was adjusting my camera and lost focus on my cards.
E: I was preparing to pick up more cards from the carpet.",D
5a6cc114-5581-4e04-9c60-843e6248da99,"11810.jpg
11846.jpg
11958.jpg
12262.jpg
12548.jpg
12641.jpg
12792.jpg
12853.jpg
13001.jpg","Why did I shake my hand while organizing the cards, given the observed changes in my attention?","A: I was trying to signal a move to my opponent by shaking my hand.
B: I was feeling nervous and inadvertently shook my hand as I focused on my cards.
C: I was adjusting my grip on the cards due to their slippery texture.
D: I was mimicking the action of another player who had just shaken their hand.
E: I was preparing to shuffle the cards more thoroughly.",B
5a6cc114-5581-4e04-9c60-843e6248da99,"14287.jpg
14358.jpg
14420.jpg
14447.jpg
14531.jpg
14637.jpg
14752.jpg
14982.jpg
15017.jpg","Why did I organize my cards while playing the game, given the observed changes in attention?","A: I was trying to memorize the cards already played on the carpet.
B: I was distracted by a woman B's hand movements and adjusted my cards accordingly.
C: I was anticipating the next card placement based on my gaze shifts towards the center of the table.
D: I was checking for any specific card combinations that could give me an advantage.
E: I was mimicking a woman B’s actions as she folded her legs.",D
5a6cc114-5581-4e04-9c60-843e6248da99,"16566.jpg
16630.jpg
16831.jpg
16895.jpg
16951.jpg
17042.jpg
17303.jpg
17360.jpg
17490.jpg","Why did I place a card on the carpet while playing, given the observed changes in my attention?","A: I was trying to signal a specific move to my opponent by looking at her hand.
B: I was distracted by the cards already on the carpet and wanted to add to them.
C: I was focusing on the game's flow and strategically placed the card based on my gaze on the play area.
D: I was checking the paper on the carpet for instructions before making my move.
E: I was mimicking my opponent’s actions after noticing her gaze on the cards.",C
7eaebd26-b486-4f5f-9882-8de183348c99,"17.jpg
107.jpg
145.jpg
243.jpg
270.jpg
357.jpg
402.jpg
486.jpg
532.jpg","Why did I unfold the paper while interacting with man X, given the observed changes in my attention?","A: I was trying to show man X a hidden message on the paper.
B: I was distracted by the pattern on the couch and needed to refocus.
C: I was preparing to reveal the playing card game instructions.
D: I was checking if the paper contained any important notes for myself.
E: I was mimicking man X's actions as he leaned on the couch.",C
7eaebd26-b486-4f5f-9882-8de183348c99,"1218.jpg
1414.jpg
1450.jpg
1510.jpg
1564.jpg
1610.jpg
1621.jpg
1652.jpg
1693.jpg","Why did man X shuffle the cards while organizing them, given the observed changes in my attention?","A: He was focusing on ensuring the cards were properly shuffled to mix them well.
B: He was distracted by the paper on the couch and kept glancing at it.
C: He was checking if any specific card was missing from the deck.
D: He was trying to hide certain cards from me as part of a trick.
E: He was preparing the cards for a game, anticipating my gaze would signal readiness.",A
7eaebd26-b486-4f5f-9882-8de183348c99,"2216.jpg
2241.jpg
2276.jpg
2348.jpg
2390.jpg
2475.jpg
2560.jpg
2653.jpg
2721.jpg","Why did I shuffle the cards while organizing them, given the observed changes in my attention?","A: I was focusing on the deck to ensure it was properly shuffled.
B: I was distracted by the cards' edges and kept adjusting them.
C: I was checking if any specific card was missing from the deck.
D: I was trying to hide certain cards from the others.
E: I was preparing the cards for a trick.",A
7eaebd26-b486-4f5f-9882-8de183348c99,"3854.jpg
3900.jpg
3905.jpg
3986.jpg
4020.jpg
4107.jpg
4128.jpg
4256.jpg
4285.jpg","Why did man X repeatedly place cards on the couch while I was holding and examining my own cards, given the observed changes in my attention?","A: Man X was trying to distract me by placing cards quickly.
B: Man X was following a specific sequence or pattern for the game we were playing.
C: Man X was checking if I was paying attention to his card placements.
D: Man X was attempting to show off his card handling skills.
E: Man X was preparing for a magic trick involving the cards.",B
7eaebd26-b486-4f5f-9882-8de183348c99,"4819.jpg
4845.jpg
4895.jpg
4922.jpg
4938.jpg
4992.jpg
5004.jpg
5063.jpg
5087.jpg","Why did man X repeatedly put playing cards on the couch while C was holding cards, given the observed changes in attention?","A: Man X was trying to distract C by placing cards randomly.
B: Man X was following a specific pattern or rule for distributing the cards.
C: Man X was checking if any specific card was missing from his deck.
D: Man X was attempting to create a visual trap with the cards' arrangement.
E: Man X was mimicking C's actions to establish a social connection.",B
7eaebd26-b486-4f5f-9882-8de183348c99,"6074.jpg
6239.jpg
6311.jpg
6377.jpg
6577.jpg
6642.jpg
6732.jpg
6786.jpg
6976.jpg","Why did I turn to the side while organizing the cards, given the observed changes in my attention?","A: I was checking if man X had finished shuffling his cards.
B: I was distracted by something off-screen that caught my gaze.
C: I was trying to get a better view of the paper on the couch.
D: I was signaling to someone else in the room for help.
E: I was ensuring no one was peeking at my cards.",B
7eaebd26-b486-4f5f-9882-8de183348c99,"7863.jpg
7934.jpg
8023.jpg
8155.jpg
8184.jpg
8260.jpg
8311.jpg
8381.jpg
8525.jpg","Why did man X repeatedly check the playing cards while sitting on the couch, given the observed changes in my attention?","A: Man X was trying to memorize the sequence of cards for a magic trick.
B: Man X was distracted by the paper on the couch and kept glancing at it.
C: Man X was ensuring the cards were properly shuffled before starting the game.
D: Man X was checking if any specific card was missing from the deck.
E: Man X was preparing to show off his card collection.",C
7eaebd26-b486-4f5f-9882-8de183348c99,"9748.jpg
9774.jpg
9891.jpg
9948.jpg
10115.jpg
10179.jpg
10219.jpg
10283.jpg
10336.jpg","Why did I turn to the side while holding a paper, given the observed changes in my attention?","A: I was trying to show the paper to the person sitting next to me.
B: I was distracted by something off-screen and wanted to check it out.
C: I was adjusting my position to get a better view of the paper.
D: I was reacting to a sudden noise that caught my attention.
E: I was preparing to hand over the paper to someone else.",B
7eaebd26-b486-4f5f-9882-8de183348c99,"10925.jpg
10985.jpg
11259.jpg
11310.jpg
11362.jpg
11405.jpg
11437.jpg
11474.jpg
11592.jpg","Why did I place the playing card on the couch while engaging in a game, given the observed changes in my attention?","A: I was distracted by the person sitting next to me and accidentally dropped the card.
B: I was focusing on the cards in my hand and decided to discard one strategically.
C: I was checking the time and lost track of the game, leading to an unintentional move.
D: I was trying to signal to the other player that I wanted to end the game.
E: I was preparing to shuffle the deck again.",B
7eaebd26-b486-4f5f-9882-8de183348c99,"12434.jpg
12464.jpg
12555.jpg
12625.jpg
12718.jpg
12736.jpg
12795.jpg
12831.jpg
12853.jpg","Why did I place a playing card on the couch while playing with man X, considering the shifts in my attention?","A: I was trying to signal a move in our game by placing the card strategically.
B: I was distracted by the television and accidentally dropped the card.
C: I was checking if man X noticed the card placement as part of our game strategy.
D: I was organizing my cards and needed a temporary spot for one of them.
E: I was showing off my card to man X to influence his next move.",C
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"95.jpg
231.jpg
252.jpg
281.jpg
373.jpg
433.jpg
509.jpg
554.jpg
585.jpg","Why did I bring out a pack of cards from the zipper bag while organizing its contents, given the observed changes in my attention?","A: I was distracted by the TV and decided to play a game.
B: I was checking if the cards were needed for the task mentioned on the paper.
C: I was preparing to show the cards to the person sitting across me.
D: I was ensuring that all items in the bag were accounted for.
E: I was looking for something else but accidentally grabbed the cards.",B
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"1165.jpg
1302.jpg
1435.jpg
1565.jpg
1629.jpg
1668.jpg
2045.jpg
2346.jpg
2553.jpg","Why did I drop the wrapper on the table with my left hand while unwrapping the pack of cards, given the observed changes in my attention?","A: I was distracted by the man X moving a phone across the table.
B: I was ensuring that the wrapper wouldn't interfere with opening the card pack.
C: I was checking if the wrapper contained any important information.
D: I was trying to keep the table organized for the card game.
E: I was mimicking the actions of the man X.",B
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"2886.jpg
2920.jpg
2990.jpg
3016.jpg
3055.jpg
3101.jpg
3349.jpg
3437.jpg
3598.jpg","Why did I shuffle the cards in my two hands while organizing them, given the observed changes in my attention?","A: I was focusing on ensuring the cards were evenly distributed between both halves.
B: I was distracted by the television and kept glancing at it.
C: I was trying to memorize the order of the cards for a magic trick.
D: I was preparing to deal the cards evenly among players.
E: I was checking if any specific card was missing from the deck.",A
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"6564.jpg
6574.jpg
6585.jpg
6629.jpg
6712.jpg
6776.jpg
6829.jpg
6865.jpg
6887.jpg","Why did I hold the phone with both hands while operating it, given the observed changes in my attention?","A: I was trying to ensure a stable grip on the phone for better control.
B: I was distracted by the man X picking up the second phone from the table.
C: I was preparing to hand the phone to someone else.
D: I was checking the time on my wristwatch.
E: I was mimicking the actions of the man X.",A
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"8469.jpg
8554.jpg
8607.jpg
8686.jpg
8944.jpg
10093.jpg
10231.jpg
10441.jpg
10617.jpg","Why did I drop some cards on the table while shuffling, given the observed changes in my attention?","A: I was distracted by the television and accidentally dropped the cards.
B: I was focusing on organizing a specific set of cards and intentionally placed them on the table.
C: I was checking if the man X was paying attention to my moves.
D: I was trying to create confusion by randomly dropping cards.
E: I was preparing to pick up more cards from the deck.",B
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"12063.jpg
12118.jpg
12264.jpg
12392.jpg
12873.jpg
13628.jpg
13783.jpg
13794.jpg
13820.jpg","Why did I raise my left hand while interacting with the man X, given the observed changes in my attention?","A: I was signaling to the man X that it was his turn to play.
B: I was adjusting my glasses or shielding my eyes from the light.
C: I was trying to emphasize a point during our interaction.
D: I was reaching for something on the table near the cards.
E: I was reacting to something on the TV screen.",B
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"15857.jpg
15920.jpg
16084.jpg
16238.jpg
16367.jpg
16507.jpg
16578.jpg
16617.jpg
16654.jpg","Why did I drop some cards on the table while arranging them, given the observed changes in my attention?","A: I was distracted by the television and lost track of which cards to keep.
B: I was checking if the dropped cards formed a better combination with the ones already on the table.
C: I was trying to show the man X my strategy for winning the game.
D: I was accidentally knocking over the cards due to nervousness.
E: I was preparing to discard those cards as they were not useful for my current hand.",B
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"17260.jpg
17391.jpg
17423.jpg
17430.jpg
17456.jpg
17499.jpg
17545.jpg
17596.jpg
17681.jpg","Why did I interact with the man X while playing cards, given the observed changes in my attention?","A: I was trying to signal a specific move by looking at the cards on the table.
B: I was distracted by the television and lost focus on the game.
C: I was checking if he had any particular card by observing his gaze and hand movements.
D: I was attempting to influence his decision by making eye contact.
E: I was simply engaging in casual conversation unrelated to the game.",C
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"21.jpg
92.jpg
320.jpg
414.jpg
439.jpg
540.jpg
767.jpg
889.jpg
1104.jpg","Why did [Person X] walk away while [Person C] was putting the towel down, considering the shifts in my attention?","A: Person X was trying to avoid helping with the cleanup.
B: My gaze suddenly locked onto Person Y entering the room, which might have signaled a new task for Person X.
C: Person X noticed something on the other side of the room that required immediate attention.
D: Person X was mimicking Person Y's behavior as they both walked around the room.
E: The TV caught Person X's attention, and they decided to watch it instead.",B
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"2248.jpg
2364.jpg
2664.jpg
2732.jpg
2969.jpg
3001.jpg
3241.jpg
3339.jpg
3482.jpg","Why did I start reading the paper while X was walking around, given the observed changes in my attention?","A: I was trying to follow X's movements with my gaze and accidentally started reading the paper.
B: I was distracted by Y's conversation and decided to read the paper to avoid further interaction.
C: My gaze shifted from observing X to the paper on the table, indicating a shift in focus towards reading.
D: I was checking if X had left something important on the paper before continuing my activities.
E: I was preparing to show the paper to X as soon as they returned.",C
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"5073.jpg
5315.jpg
6713.jpg
6723.jpg
6834.jpg
7276.jpg
7714.jpg
8047.jpg
8155.jpg","Why did I read the instructions while playing cards, given the observed changes in my attention?","A: I was trying to remember the rules of the game by glancing at the instruction sheet.
B: I was distracted by the television and kept looking up to watch it.
C: I was checking if the other players were following the rules correctly.
D: I was ensuring that the cards were shuffled properly before starting.
E: I was waiting for the other players to finish their turns.",A
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"11014.jpg
11120.jpg
11283.jpg
11391.jpg
11544.jpg
11879.jpg
11977.jpg
12037.jpg
12504.jpg","Why did I drop the cards on the table while playing, given the observed changes in my attention?","A: I was distracted by the television and lost focus on the game.
B: I was trying to signal a specific move to my opponent through my gaze.
C: I was overwhelmed with the number of cards and accidentally dropped them as my gaze shifted towards the table.
D: I was checking the time and accidentally knocked over the cards.
E: I was preparing to shuffle the cards again and intentionally dropped them.",C
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"14551.jpg
14691.jpg
14876.jpg
15201.jpg
15328.jpg
15502.jpg
15566.jpg
15678.jpg
15723.jpg","Why did I shuffle the cards while organizing them, given the observed changes in my attention?","A: I was focusing on the deck to ensure it was properly shuffled.
B: I was distracted by the cards' edges and kept adjusting them.
C: I was checking if any specific card was missing from the deck.
D: I was trying to hide certain cards from the others.
E: I was preparing the cards for a trick.",A
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"16619.jpg
16740.jpg
16810.jpg
16871.jpg
16947.jpg
17028.jpg
17073.jpg
17224.jpg
17370.jpg","Why did I put a card on the table while playing, given the observed changes in my attention?","A: I was distracted by the television and decided to play randomly.
B: I noticed that Player Y had a strong hand and wanted to counter their move.
C: I was focusing on the cards in my hand and strategically chose which one to play.
D: I glanced at Player X's hand and thought they were bluffing.
E: I was influenced by the social dynamics and mimicked Player Y's actions.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"0.jpg
68.jpg
72.jpg
195.jpg
226.jpg
288.jpg
314.jpg
348.jpg
366.jpg","Why did I press the phone on the table with my left hand, given the observed changes in my attention?","A: I was distracted by the phone's screen and wanted to check notifications.
B: I was trying to use the phone as a timer for our card game.
C: I was adjusting the phone's position to make it easier for others to see.
D: I was responding to a message from someone not present at the table.
E: I was preparing to take a photo of the cards on the table.",B
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"665.jpg
670.jpg
686.jpg
746.jpg
789.jpg
912.jpg
984.jpg
1076.jpg
1085.jpg","Why did I press the phone on the table with my left hand while interacting with the cards, given the observed changes in my attention?","A: I was using the phone to check a rule related to the card game.
B: I was distracted by notifications on the phone and needed to silence it.
C: I was trying to take a photo of the cards for later reference.
D: I was signaling to the woman X that I needed help with the game.
E: I was preparing to make a call unrelated to the game.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"1981.jpg
2059.jpg
2142.jpg
2267.jpg
2333.jpg
2392.jpg
2411.jpg
2426.jpg
2552.jpg","Why did I move the card on the table with my left hand while organizing them, given the observed changes in my attention?","A: I was focusing on the cards to ensure they were properly arranged.
B: I was distracted by the phone on the table and kept adjusting it.
C: I was checking if any specific card was missing from the deck.
D: I was trying to hide certain cards from the others.
E: I was preparing the cards for a trick.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"2862.jpg
3103.jpg
3119.jpg
3158.jpg
3159.jpg
3198.jpg
3277.jpg
3355.jpg
3382.jpg","Why did I touch the phone on the table while organizing the cards, given the observed changes in my attention?","A: I was checking for incoming messages to avoid missing important updates.
B: I was distracted by the phone's screen and wanted to interact with it.
C: I was using the phone as a reference for the card game rules.
D: I was trying to record the game progress for later review.
E: I was ensuring the phone was not blocking any of the cards.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"5044.jpg
5067.jpg
5097.jpg
5139.jpg
5429.jpg
5473.jpg
5515.jpg
5604.jpg
6172.jpg","Why did I move the card on the table with my left hand, given the observed changes in attention?","A: I was trying to organize the cards for better visibility.
B: I was mimicking the woman Z's actions as she moved her cards.
C: I noticed a specific card that needed to be placed strategically.
D: I was distracted by the snacks on the plate and lost focus on the game.
E: I was checking if any of the cards were missing from the deck.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"6799.jpg
6809.jpg
6848.jpg
6864.jpg
6881.jpg
6905.jpg
7012.jpg
7059.jpg
7150.jpg","Why did I hold the chip in my left hand while eating, given the observed changes in my attention?","A: I was preparing to eat another chip from the plate.
B: I was distracted by the cards on the table and forgot to eat.
C: I was checking if the chip had enough ketchup before eating it.
D: I was waiting for someone else to pass me a different type of chip.
E: I was trying to show off my dexterity with my left hand.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"8124.jpg
8133.jpg
8195.jpg
8253.jpg
8322.jpg
8571.jpg
8576.jpg
8676.jpg
8766.jpg","Why did I point to the man A with my left hand, considering the shifts in my attention during the game?","A: I was indicating that it was his turn to play, as my gaze shifted towards him after interacting with the food.
B: I was trying to show him a secret card, as my attention was focused on the cards near him.
C: I was asking for help from the man A because I was confused about the rules, and my gaze lingered on the rulebook.
D: I was signaling to the man A that he should eat more snacks, as my gaze was fixed on the plate of chips.
E: I was pointing out an error in his play, as my gaze followed the sequence of actions on the table.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"9122.jpg
9378.jpg
9766.jpg
9795.jpg
9823.jpg
9978.jpg
10003.jpg
10015.jpg
10025.jpg","Why did the woman B pick a poker chip from the table while organizing her cards, given the observed changes in my attention?","A: She was distracted by the man A's actions and picked up a chip randomly.
B: She was checking if any specific card needed a chip to indicate its status.
C: She was preparing to place the chip on a card as part of the game rules.
D: She was trying to hide the chip from the others to gain an advantage.
E: She was adjusting the chips for better visibility due to their proximity.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"10231.jpg
10267.jpg
10272.jpg
10292.jpg
10358.jpg
10372.jpg
10548.jpg
10556.jpg
10590.jpg","Why did the woman B shift the card on the table with her right hand, given the observed changes in my attention?","A: She was trying to organize the cards for a better view, as I noticed her gaze focusing on the card arrangement.
B: She was signaling to me that she wanted me to pick up the card next.
C: She was distracted by the man A's gesture and accidentally moved the card.
D: She was checking if the card was placed correctly under the light, as I saw her glance at the ceiling.
E: She was preparing to reveal the card to the group, as I observed her looking towards the others.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"11433.jpg
11514.jpg
11523.jpg
11549.jpg
11559.jpg
11839.jpg
11855.jpg
11885.jpg
11932.jpg","Why did the woman D repeatedly pick and drop the poker chip on the card, given the observed changes in my attention?","A: She was trying to signal a secret code to me through her gaze and actions.
B: She was adjusting the position of the poker chip to ensure it was perfectly aligned with the card.
C: She was distracted by the man A's actions and kept shifting her focus between him and the table.
D: She was testing the stability of the card under the weight of the poker chip.
E: She was mimicking the behavior of the woman B as part of a social game.",B
5819e52c-4e12-4f86-ad69-76fc215dfbcb,"36.jpg
66.jpg
167.jpg
278.jpg
364.jpg
422.jpg
2024.jpg
2086.jpg
3303.jpg","Why did I adjust the music manuscript on the piano's music rack while preparing to play, given the observed changes in my attention?","A: I was ensuring the sheet music was properly aligned for easy reading during the performance.
B: I was distracted by a noise and needed to refocus on the piano setup.
C: I was checking if the phone was still in my pocket after putting it away.
D: I was trying to impress someone nearby with my preparation skills.
E: I was making sure the lighting was adequate for reading the sheet music.",A
5819e52c-4e12-4f86-ad69-76fc215dfbcb,"8667.jpg
9239.jpg
10284.jpg
12687.jpg
13003.jpg
13093.jpg
13536.jpg
13710.jpg
15825.jpg","Why did I slide my left hand on the music note book while playing the piano, given the observed changes in my attention?","A: I was trying to turn the page of the music sheet to continue playing.
B: I was distracted by a noise and needed to refocus on the music sheet.
C: I was checking for any annotations or notes written on the music sheet.
D: I was using the music sheet as a guide for my next set of notes.
E: I was adjusting my seating position and accidentally touched the music sheet.",C
65637ec8-01e5-4152-9fc5-d6be563fc35e,"24.jpg
95.jpg
159.jpg
441.jpg
491.jpg
540.jpg
585.jpg
737.jpg
799.jpg","Why did O place the polythene paper on the couch while organizing the cards, given the observed changes in my attention?","A: O was trying to keep the table clear for playing the game.
B: O was distracted by the vacuum cleaner and wanted to move the paper out of sight.
C: O was preparing the space for better visibility of the cards during gameplay.
D: O was mimicking a social behavior seen earlier in the video.
E: O was ensuring that the polythene paper wouldn't interfere with the card distribution.",E
